id,year,gsp,pcap,hwy,water,util,pc,emp,unemp
41,1976,205542,64422.93,29304.44,9852.87,25265.62,270830.23,4683.7,5.7
41,1977,218733,65863.92,29426.06,10229.27,26208.59,274770.61,4906.8,5.3
41,1978,232319,67133.78,29487.23,10579.21,27067.33,283942.5,5271.6,4.8
41,1979,240424,69034.04,29851,11113.25,28069.78,295486.62,5601.8,4.2
41,1980,244359,71409.31,30308.65,11992.75,29107.92,308526.88,5851.2,5.2
41,1981,254691,74168.05,30933.18,12624.39,30610.47,334167.45,6180,5.3
41,1982,254508,76260.44,31570.69,13030.77,31658.99,349440.59,6263.4,6.9
41,1983,257245,78159.02,32349.61,13466.37,32343.03,359069.09,6193.6,8
41,1984,273685,80067.98,32880.15,13775.33,33412.51,364324.47,6492.4,5.9
41,1985,283388,82196.09,33234.72,14101.13,34860.23,375341.6,6663.1,7
41,1986,276313,84303.17,33451.67,14704.89,36146.6,362209.94,6564.2,8.9
42,1970,10750,6494.16,3117.57,652.4,2724.19,11252.62,357,6.1
42,1971,11242,6666.03,3281.38,639.42,2745.23,11621.13,369.3,6.4
42,1972,12083,6773.32,3381.43,626.52,2765.36,11981.62,393,6.1
42,1973,12850,6928.74,3497.85,599.48,2831.4,12493.5,414.8,5.7
42,1974,13267,7072.53,3583.37,592.91,2896.24,13079.28,434.1,5.9
42,1975,13482,7239.52,3626.31,599.94,3013.28,13616.96,440.3,6.5
42,1976,14315,7373.63,3624.95,606.43,3142.26,16090.73,462.8,5.7
42,1977,15324,7547.71,3670.07,608.15,3269.49,16584.22,488.7,5.3
42,1978,16611,7716.92,3711.33,632.13,3373.46,17142.71,525.4,3.8
42,1979,17291,7893.14,3721.36,672.08,3499.69,17874.79,548.4,4.3
42,1980,17639,8057.45,3734.37,706.28,3616.81,18707.02,550.8,6.3
42,1981,18093,8334.41,3801.07,723.09,3810.25,19165.89,558,6.7
42,1982,17892,8606.09,3841.88,727.72,4036.49,19798.38,560.9,7.8
42,1983,18570,8908.45,3867.21,731.4,4309.84,20132.57,566.9,9.2
42,1984,20177,9453.63,3925.74,746.32,4781.57,20339.64,601.2,6.5
42,1985,20920,10311.4,4014.23,807.78,5489.39,20850.77,624.3,5.9
42,1986,21193,11392,4150.02,867.39,6374.59,22757.3,634.1,6
43,1970,4354,2627.12,1827.14,261.49,538.49,4052.71,147.9,4.9
43,1971,4438,2756.19,1881.33,256.48,618.38,4250.3,148.1,6.8
43,1972,4611,2894.58,1940.72,264.67,689.19,4402.86,153.6,6.5
43,1973,4801,2967.25,1965.24,272.79,729.22,4577.6,161.3,5.6
43,1974,4652,3025.15,2004.94,276.93,743.27,4806.48,162.8,6.9
43,1975,4528,3083.07,2014.34,276.54,792.19,5017.84,162.1,9.4
43,1976,4760,3075.61,2009.05,268.07,798.49,4790.14,168.4,8.7
43,1977,4913,3055.26,1998.08,262.76,794.41,4805.94,178.4,7
43,1978,5363,3019.42,1989.61,255.73,774.08,4926.2,190.6,5.9
43,1979,5569,3020.06,1968.36,261.21,790.48,5105.86,197.9,5.1
43,1980,5634,3032.36,1941.41,269.08,821.87,5308.11,200.1,6.4
43,1981,5875,3016.79,1912.68,280.15,823.96,5514.75,204.3,5.7
43,1982,5871,2983.19,1875.51,287.47,820.21,5671.16,202.9,6.9
43,1983,6261,2950.98,1857.38,292,801.59,5756.72,206.4,6.9
43,1984,6669,2927.85,1847.43,304.49,775.93,5832.7,214.9,5.2
43,1985,7142,2925.39,1838.69,323.36,763.34,6001.79,224.7,4.8
43,1986,7585,2936.44,1830.16,335.51,770.78,6939.39,234.4,4.7
44,1970,48269,20732.56,11264.21,2677.11,6791.24,34706.84,1518.9,3.4
44,1971,50049,21582.28,11608.6,2716.73,7256.95,36795.57,1567.2,3.6
44,1972,52927,22348.28,11917.89,2788.37,7642.02,38243.38,1655.2,3.6
44,1973,56762,22927,12172.65,2853.28,7901.07,39992.09,1753.4,3.6
44,1974,57441,23570.72,12581.86,2903.27,8085.6,42155.45,1804.3,4
44,1975,57290,24524.64,13035.16,3042.39,8447.1,44147.96,1778.7,6.4
44,1976,60122,25440.39,13397.64,3306.99,8735.77,48475.72,1848.1,5.9
44,1977,63151,26020.05,13663.61,3556.38,8800.06,49402.95,1930.4,5.3
44,1978,66445,26621.8,13983.04,3787.02,8851.74,50991.39,2033.5,5.4
44,1979,68123,27058.08,14155.94,3969.02,8933.12,53106.81,2115,4.7
44,1980,68787,27606.76,14326.92,4212.09,9067.75,55464.07,2157.2,5
44,1981,70711,27993.19,14398.22,4404.46,9190.51,57163.94,2160.8,6.1
44,1982,70375,28206.71,14410.54,4615.59,9180.58,58820.49,2146.4,7.7
44,1983,74360,28109.5,14296.38,4742.34,9070.77,59774.36,2206.9,6.1
44,1984,79329,28031.46,14265.9,4743.87,9021.7,60756.37,2333.3,5
44,1985,83143,27922.62,14248.7,4740.24,8933.68,62710.66,2454.7,5.6
44,1986,88171,28000.68,14253.92,4786.93,8959.83,71355.78,2557.7,5
45,1970,39224,25751.49,8657.13,3436.6,13657.76,37406.43,1079.4,9.1
45,1971,38966,26775.46,9022.43,3514.56,14238.46,39258.7,1064.5,10
45,1972,40535,27853.91,9398.12,3556.74,14899.05,40764.39,1100.1,9.5
45,1973,43470,28392.6,9681.89,3549.61,15161.1,42227.19,1152.3,7.7
45,1974,45385,29137.6,10078.96,3651.21,15407.43,44463.18,1199.1,7.2
45,1975,46367,29497.89,10208.42,3728.15,15561.32,46519.96,1225.7,9.5
45,1976,48697,29997.51,10297.58,3849.45,15850.49,50312.3,1282.9,8.7
45,1977,51511,30862.78,10279.83,4336.53,16246.42,51506.38,1367,8.8
45,1978,56875,31968.1,10394.74,4759.35,16814.01,52994.95,1485.4,6.9
45,1979,60175,33454.73,10470.75,4823.12,18160.86,54907.23,1581.2,6.8
45,1980,59796,35106.09,10631.04,4916.6,19558.46,57001.52,1608.3,7.9
45,1981,58977,36528,10769.82,4963.37,20794.81,60190.96,1612,9.5
45,1982,56745,37941.5,10912.53,4852.84,22176.13,61677.79,1568.6,12
45,1983,58828,39515.57,11058.86,4830.54,23626.17,62465.52,1586.1,11
45,1984,61507,40454.47,11335.77,4817.01,24301.68,63256.31,1659.6,9.5
45,1985,63664,40775.81,11478.52,4890.4,24406.9,64929.03,1710.4,8.1
45,1986,67158,41136.36,11738.08,5042.96,24355.32,66033.81,1769.9,8.2
46,1970,18063,6482.87,4049.12,594.58,1839.17,24310.26,516.5,6.1
46,1971,18438,7051.17,4439.47,573.2,2038.49,25312.77,520,6.5
46,1972,19314,7652.54,4937.39,568.23,2146.91,26202.33,540.5,6.5
46,1973,19741,8245.21,5519.66,562.16,2163.39,27227.32,561.6,5.7
46,1974,19041,8735.95,6023.03,552.03,2160.88,28458.57,572.4,5.9
46,1975,19029,9220.62,6401.46,555.39,2263.77,29691.14,574.7,8.5
46,1976,20292,9624.86,6667.31,571.1,2386.45,32491.78,596.3,7.5
46,1977,21193,9942.15,6874.36,571.08,2496.71,33448.52,611.6,7.1
46,1978,22036,10115.55,6973.03,577.99,2564.53,34622.97,633.1,6.2
46,1979,22592,10457.33,7117.63,598.26,2741.45,35916.4,658.6,6.7
46,1980,22349,10705.18,7254.08,607.48,2843.63,37252.5,645.9,7.9
46,1981,22053,10943.56,7400.82,636.76,2905.97,34681.29,628.5,11
46,1982,21370,11059.62,7502.31,686.36,2870.96,35504.01,607.8,14
46,1983,20822,11078.85,7550.99,756.21,2771.64,35932.73,582.3,18
46,1984,21615,11072.89,7561.72,808.86,2702.3,36068.2,596.6,15
46,1985,21629,11000.7,7542.71,821.89,2636.1,36549.44,597.2,13
46,1986,21705,10984.38,7544.99,834.01,2605.38,35781.74,597.5,12
47,1970,45301,23565.08,9690.08,3968.16,9906.84,39311,1530.4,3.9
47,1971,46505,24271.67,9903.02,3987.8,10380.86,40880.5,1525.4,4.5
47,1972,48879,24747.06,10041.03,3995.29,10710.74,42260.97,1580.8,4.2
47,1973,52062,25226.91,10214.01,4078,10934.89,43778.56,1660.5,4.1
47,1974,51830,25539.33,10420.38,4170.32,10948.63,45934.43,1703.4,4.6
47,1975,50930,25799.34,10502.77,4290.18,11006.39,47948.09,1676.8,6.9
47,1976,53853,25842.14,10498.44,4359.98,10983.72,48872.43,1725.9,5.6
47,1977,57055,25945.01,10554.33,4401.65,10989.03,50089.81,1798.9,4.9
47,1978,59908,25858.17,10580.21,4415.95,10862.01,51469.93,1887,5.1
47,1979,61689,25885.94,10564.08,4500.91,10820.95,53386.11,1960.2,4.5
47,1980,60255,25894.16,10593.25,4507.19,10793.72,55505.34,1938.1,7.2
47,1981,60815,25984.74,10647.18,4586.04,10751.52,54915.52,1923.2,7.8
47,1982,59558,26034.63,10705.66,4668.07,10660.9,56262.51,1866.7,11
47,1983,61053,26289.52,10843.84,4789.47,10656.21,56912.51,1864.6,10
47,1984,65461,26225.89,10830.84,4956.72,10438.33,57440.23,1949.2,7.3
47,1985,67469,26304.98,10872.29,5140.45,10292.24,58904.79,1983.1,7.2
47,1986,70171,26400.6,10848.68,5292.62,10259.3,60241.65,2023.9,7
48,1970,7924,3674.01,2696.26,282.35,695.41,14309.75,108.3,4.5
48,1971,7504,3701.91,2736.69,275.04,690.19,14459.14,111,4.5
48,1972,7807,3701.91,2760.91,270.68,670.32,14583.78,117.3,4
48,1973,8067,3722.93,2785.44,261.83,675.66,14936.34,126.1,3.5
48,1974,8831,3732.09,2804.6,258.49,669,15284.9,136.5,3.6
48,1975,8949,3772.46,2796.67,262.73,713.06,15670,146,4.2
48,1976,9057,3884.01,2804.28,273.45,806.27,19539.47,156.5,4.1
48,1977,9779,4037.03,2898.34,291.64,847.04,19977.67,170.5,3.6
48,1978,11038,4115.61,2920.85,294.73,900.04,20760.24,187.4,3.3
48,1979,11988,4268.71,2950.53,313.47,1004.71,21643.5,200.7,2.8
48,1980,13027,4399.69,2979.23,338.06,1082.4,22628.22,210.2,4
48,1981,13717,4572.67,3005.62,379.19,1187.86,26330.2,223.5,4.1
48,1982,13056,4731.98,3060.64,408.43,1262.9,27724.96,217.7,5.8
48,1983,11922,4950.82,3119.98,445.59,1385.25,28586.46,202.5,8.4
48,1984,12073,5184.73,3195.68,476.57,1512.48,28794.8,204.3,6.3
48,1985,12022,5448.38,3295.92,523.01,1629.45,29326.94,206.9,7.1
48,1986,10870,5700.41,3400.96,565.58,1733.88,27110.51,196.3,9
